1002263	0	2022-11-01 19:11:37
1005442	0	2022-11-01 19:11:37
1006586	0	2022-11-01 19:11:37
1009204	0	2022-11-01 19:11:37
1009399	170	2022-11-01 19:11:37
1009401	10	2022-11-01 19:11:37
1009464	0	2022-11-01 19:11:37
1012146	0	2022-11-01 19:11:37
1018355	0	2022-11-01 19:11:37
1059497	0	2022-11-01 19:11:37
1059513	0	2022-11-01 19:11:37
1064859	0	2022-11-01 19:11:37
1066656	0	2022-11-01 19:11:37
1075163	0	2022-11-01 19:11:37
1085637	0	2022-11-01 19:11:37
1094649	0	2022-11-01 19:11:37
1096858	0	2022-11-01 19:11:37
1097362	0	2022-11-01 19:11:37
1097733	0	2022-11-01 19:11:37
1101113	0	2022-11-01 19:11:37
1102948	0	2022-11-01 19:11:37
1106503	0	2022-11-01 19:11:37
1106509	0	2022-11-01 19:11:37
1108749	0	2022-11-01 19:11:37
1109034	0	2022-11-01 19:11:37
1111980	0	2022-11-01 19:11:37
1113137	0	2022-11-01 19:11:37
1123897	0	2022-11-01 19:11:37
1133440	1	2022-11-01 19:11:37
1137744	0	2022-11-01 19:11:37
1139630	0	2022-11-01 19:11:37
1139929	0	2022-11-01 19:11:37
1143333	0	2022-11-01 19:11:37
1146235	0	2022-11-01 19:11:37
1155192	0	2022-11-01 19:11:37
1170026	0	2022-11-01 19:11:37
1175275	0	2022-11-01 19:11:37
1191786	0	2022-11-01 19:11:37
119871	0	2022-11-01 19:11:37
119878	0	2022-11-01 19:11:37
1204884	0	2022-11-01 19:11:37
1205628	2	2022-11-01 19:11:37
1219963	0	2022-11-01 19:11:37
1219964	0	2022-11-01 19:11:37
1225001	0	2022-11-01 19:11:37
1225065	0	2022-11-01 19:11:37
1226121	0	2022-11-01 19:11:37
1226992	0	2022-11-01 19:11:37
1228514	0	2022-11-01 19:11:37
1228576	0	2022-11-01 19:11:37
1228583	3	2022-11-01 19:11:37
1228596	0	2022-11-01 19:11:37
1230413	0	2022-11-01 19:11:37
1230875	4	2022-11-01 19:11:37
1237243	0	2022-11-01 19:11:37
1240061	2	2022-11-01 19:11:37
1243031	0	2022-11-01 19:11:37
1243469	0	2022-11-01 19:11:37
1253208	0	2022-11-01 19:11:37
1253209	0	2022-11-01 19:11:37
1253679	0	2022-11-01 19:11:37
1255630	0	2022-11-01 19:11:37
1255940	7	2022-11-01 19:11:37
1256640	0	2022-11-01 19:11:37
1260262	3	2022-11-01 19:11:37
1270126	0	2022-11-01 19:11:37
1270128	0	2022-11-01 19:11:37
1270133	0	2022-11-01 19:11:37
1270703	0	2022-11-01 19:11:37
1270764	0	2022-11-01 19:11:37
1273995	0	2022-11-01 19:11:37
1277206	0	2022-11-01 19:11:37
1279580	0	2022-11-01 19:11:37
1281680	2	2022-11-01 19:11:37
1283215	0	2022-11-01 19:11:37
1283355	0	2022-11-01 19:11:37
1283357	0	2022-11-01 19:11:37
1293215	0	2022-11-01 19:11:37
1293217	0	2022-11-01 19:11:37
1305316	0	2022-11-01 19:11:37
1308002	4	2022-11-01 19:11:37
1311817	0	2022-11-01 19:11:37
1316345	0	2022-11-01 19:11:37
1317257	0	2022-11-01 19:11:37
1320387	0	2022-11-01 19:11:37
1327599	0	2022-11-01 19:11:37
1333850	0	2022-11-01 19:11:37
1334898	0	2022-11-01 19:11:37
1335585	78	2022-11-01 19:11:37
1335747	0	2022-11-01 19:11:37
1335791	0	2022-11-01 19:11:37
1335792	0	2022-11-01 19:11:37
1336320	0	2022-11-01 19:11:37
1341069	0	2022-11-01 19:11:37
1345225	0	2022-11-01 19:11:37
1346607	0	2022-11-01 19:11:37
1347312	0	2022-11-01 19:11:37
1347526	0	2022-11-01 19:11:37
1347595	0	2022-11-01 19:11:37
1351968	0	2022-11-01 19:11:37
1352600	0	2022-11-01 19:11:37
1352940	0	2022-11-01 19:11:37
1353274	0	2022-11-01 19:11:37
1355558	0	2022-11-01 19:11:37
1356355	0	2022-11-01 19:11:37
1356403	0	2022-11-01 19:11:37
1356475	0	2022-11-01 19:11:37
1369059	0	2022-11-01 19:11:37
1369812	0	2022-11-01 19:11:37
1372443	0	2022-11-01 19:11:37
1373058	0	2022-11-01 19:11:37
